text,rationale
"Very good.  In the second one, what have we been given?  Guys, look up here before you begin working.  Student A.",0
"Well, start quickly, honey.  Don’t be drawing.  Okay, [Inaudible].  It is so much work.  Look at this.  You’re going to be out of fifth grade and you will have all this space empty, right?  Can you make it bigger and clearer? Yes?",0
"Yeah, You are number one, you’ve got it, good going, super work.  You can take it and put it on your clothes.",0
Shh.,0
Okay.  How about this?  Put your pencil down if you’re done. Put your pencil on your paper when you’re done so I know you’re done.,1
"But why you complicate your life?  Just do – follow the formula, okay, ‘cause sometimes you might end up making a mistake there.  Okay, I need your pencils down if you’re done.  If your pencils are still in your hand, you’re still working, so I don’t have to ask around.  One, two, three, four, five.  Five people still working.  Six.  Do you really need to do two times two?  Shouldn’t you be able to do it in your head?",1
Okay.  Raise your hand if you get a sticker.,0
"Okay.What you're supposed to do, if you look at the array, what is it, 12 times 16 we were doing?We're breaking up the 12.So you said a 6, a 5, and a 1.That's fine.Okay.I asked you once to sit up.We're not laying down.We're not at home.Sit on your bottom.",0
"Everybody in this group go to the computers. Student N, I don't know where you're going.You're still with me. I'm just going to wait for Student M to be done and then you can do it together. Sit and do your work. Feet down. Do you need to use the restroom?",1
"No, it's not 34.  Yeah, 30 and 12.  You're right.  I don't understand why you're getting out of your seat right now. I'm a little confused.  Can you explain that to me?  Why are you out of your seat?  Student J, why are you out of your seat?  You guys are at the back table.  The digit cards.",0
"I don't know.  Figure it out.  Let's see it.  Okay.  That's just a strategy to set it up.  Very nice.  You guys got it? You guys have an answer?  Okay.  Now I don't care if your answer is right or wrong right now.  By the time you leave me, you'll know how to do it.  You need to settle down. Student G, you doing your work?",0
"This group right here, you four right here, you're going to start with the fast math, and you two will go after them.Okay.All right.So this group right here, you're going to be starting your subtraction problems.This group right here, I'm going to need you to come up to the rug.",0
"If you went to number one – that's what you need to do.You need to practice applying what we learned in class.Okay.Stop yelling out.So for number one, if I was using the thinking blocks, we had to find the whole, and you had to multiply the 14 and the 12.",0
"Turn your paper over.I mean, open up your notebooks.You guys need to settle down a little bit.I'm a little disappointed that you're being so goofy.Settle down.Let's do 16 times 12.Let's do 14 times 18.Student M, you should be working right now.Okay.",1
"We're going to figure it out.  Why don't you sit on your bottoms?  One more time, warnings.  Let's think about it. You said – you know what, the last problem we did, you said, ""I feel pretty good about breaking it up according to place value.""  Let's take a look at this.  16 times 12, 12 times 16, whatever, okay?  You can put it left or on the top.  It's not important.  So 12 times 16.  Let's break up the 12.  Okay.  Student M, why don't you pay attention? You're going back to doing your repeated addition again. Let's look at what we're doing.  Let's focus on breaking it up.  Okay.  Student E, how can I break up the 12?  What can I do?",1
Go back to your seat and do your work.  I will tell you when to go up.  What's 2 times 16?,1
"Good.  So you've done all the steps.  The only thing you have left to do is find the area.  Area equals pi times R squared.  This little symbol right here is pi.  For now just know that pi is 3.14.  So you need to multiply this number by 3 and fourteen hundredths.  You can put it on your board.  You need to make sure you have at least one object done, and I want you to try to get one more done. We have five more minutes before we conclude, so be working hard, and make sure you're working and not chatting.  You have your diameter, and you found your radius which is great.  Now radius squared is what?  When we say squared, that means we multiply the same number two times.  So your radius is – then you have to multiply that by the same number.  You might want some more space.  I'll see how you're doing.  We'll talk about it later.  How we doing? Yeah.  Good.  Looks good.  All done?  Nice.  Excellent job. Any questions?  The only thing I'm seeing is you're missing a unit for the coin.",1
