text,cm
"All set?  Good.  All right, boys and girls.  You're on D44.",FALSE
Seven and two?,FALSE
Pi stands for 3.14 and r stands for the –,FALSE
"8.  And I double my other factor.  If I double 4 I’m going to get –?  If I double 4?  4 times 2, or 4 plus 4?",FALSE
This is 3.  It's 4 by 4.  4 by 4 equals to?,FALSE
Twenty-four.  What’s 24 minus 10?,FALSE
"And we're going to put that right on top of the 30.  One, two, three, eyes on me.",FALSE
"Yeah, so very seldom is the whole 100, okay?  But the whole equals 100 percent.  The only time the whole is really 100 is on a football field, there’s 100 yards, okay?  So if the guy runs 20 yards, does a 20-yard run, he ran for 20 percent of the field.  It’s not always that…  But you just told me the class of 15 kids is 100 percent.  You just told me that one-third of the class is 5 kids.  You see where we’re going here?  The whole doesn’t have to be 100.  It hardly ever is. But the whole is 100 percent. You guys need a couple more minutes on this right?",FALSE
How many do you have?,FALSE
"If 14's our highest, what will our scale be?  What is the scale of this graph?  What should it be?  We always start a scale with what number, Student T?",FALSE
"Okay.  In this problem, were you talking about days or months? What is the answer?  Everybody.",FALSE
"I’ll speak to her about it.  Okay.  So let’s pretend it’s the three of you, and I’m coming around and giving out markers, and I get to 17 and then I have 2 left over.  Do you get remainder 2 and you get remainder 2 and you get remainder 2?",FALSE
"That’s great, perfect, love it. Try another one. Student C what was it?",FALSE
"[Inaudible], stop.",TRUE
"No, you'll still keep your paper, but you're working and making sure you're checking your work together.  You'll still keep your paper.  So do number four.  Number four.  I'm gonna tell you the ones that you're doing.  Student G, you're still working together but you're in a little group.  So number four.  [Inaudible].  Please sit.  This is math.  So it doesn't matter.  We're just working to get support from each other.  Are we working here or are we just having a discussion?",TRUE
Not you.  I’m talking to Student A.,TRUE
What do we think I might be able to do?  Student E?,FALSE
"Do it in standard first, then in word.  Remember, it's always easiest if you start in standard.  You can use anything in there, Student B.  You can use your chart.  You can take your test tomorrow, your unit one test, so keep working. Let me see all the work you've done.  Where is the other paper?  You're supposed to be rolling a seven digit number, then you spin the spinner, and then you will round to the ones place.  There you will roll to the ten thousands place.  Roll this dice seven times, make a seven digit number.  Now you can start making the seven digit.  Okay. So you have this to do.  You're rolling a seven digit number, and then you've got a spinner which is going to tell you which place to round to.  You're going to round to the hundreds place.  Quickly guys.  You've done a lot of sitting today, so your grade isn't very good right now. You've got to get a good grade for the rest of the day. Student E, the ring goes on your finger, or it's going to go in the trash can.  What are you working on?  You doing the test now?  Okay.  How are you all doing?  Good.  Okay. Very good.  That's some good graphing you all have going on.  I'll grade your tests this afternoon and see if you go on to the graphing unit.  How did you all feel about the test today?",TRUE
"All right, I know that you are ready when I see your hands away from the sheet and your mouths are quiet.  What’s happening over here?",TRUE
"I don't know.  Figure it out.  Let's see it.  Okay.  That's just a strategy to set it up.  Very nice.  You guys got it? You guys have an answer?  Okay.  Now I don't care if your answer is right or wrong right now.  By the time you leave me, you'll know how to do it.  You need to settle down. Student G, you doing your work?",TRUE
"Don’t say, I got it.  Thumbs up.  It’s not correct.",FALSE
Right or one fourths and three fourths.  Make sense?,FALSE
"All right, stay on task.",TRUE
One-half.  Which one has more that needs more that needs to be shaded in?,FALSE
Is it the same amount of the rectangle?  Are those pieces exactly the same?,FALSE
"$14,000.  And that information is very important, because just in real life when you’re buying a car, you buy the car brand new, it’s worth a lot of money.  Cars depreciate. That means their value goes down very quickly.  Student A. So let’s take a look at question number 1.  Student C, read our first question.",FALSE
"I said [inaudible] you weren’t’ here, but you [inaudible].  Why are you up, Student D?  We did that part.",TRUE
"No, ma'am.  Yes, dear?",FALSE
Absolutely.  Yes?,FALSE
Sixteen.  What’s my rule?,FALSE
So what do I do now?  Student I?,FALSE
"5 times 10, zero.  I'm sorry, don't have the answers in front of me.  It's 12.875.  Who can read it correctly for me, Student M?  Student A.",FALSE
What would you do?,FALSE
"All right, explain why you came up with the answer you did, yes.  But reasoning also means the why, okay?  That’s another term you could use for that.  Now, could you take out your math student activity books and open them to page 21 and 22.",FALSE
"Student J, that means if we’ve been doing, working two numbers apart – what other ways can we solve this?  First of all let’s talk about what other ways we have been taught so far or we have looked at so far in this classroom to solve any multiplication problem?  Student J?",FALSE
Show me a fourth on there.,FALSE
You may move your chair and you may begin.,TRUE
And?,FALSE
You're welcome.,FALSE
Hmm?,FALSE
"Okay, how do you know?",FALSE
"[Inaudible] You’re not listen – five, exactly, five.  I think someone helped you out with that.  Five, and this is –",TRUE
So 12 goes into 24—,FALSE
Are you reading a story in the reading book this week?,FALSE
"Yeah, we’re trying to get a percent, but before you can figure out the percent, which is a part of something, right, what do I need to know?",FALSE
"You’re totally on the right track.  I know what 8 ounces equals 1 cup.  So if I’m trying to go from a smaller unit like ounce, to a bigger unit like cup, I’ve got to divide.  48 divided by 8 is 6.",FALSE
